RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1487020293,LAREZ ANINA,2021,FFS,RENDERING SNC,AGE 0-20,148,,353,,39,,57,,28,,68,,21,,26,
1487020293,LAREZ ANINA,2021,FFS,RENDERING SNC,AGE 21+,175,,535,,103,,239,,70,,164,,58,,82,
1487039152,LIU MITZI,2021,FFS,RENDERING SNC,AGE 0-20,11,,11,,,1,,1,,1,,1,,1,,1
1487039152,LIU MITZI,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1487055810,SISODIA PIYUSH,2021,FFS,RENDERING SNC,AGE 0-20,147,,165,,108,,108,,56,,68,,93,,95,
1487055810,SISODIA PIYUSH,2021,FFS,RENDERING SNC,AGE 21+,51,,58,,33,,33,,27,,30,,31,,32,
1487073839,BANDARPALLE SUSHANT,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1487089850,DELUCA LINH X,2021,FFS,RENDERING SNC,AGE 0-20,470,,651,,450,,557,,90,,107,,347,,381,
1487089850,DELUCA LINH X,2021,FFS,RENDERING SNC,AGE 21+,177,,345,,127,,149,,76,,134,,122,,164,
1487163713,ROJAS ACUNA WENDY P,2021,FFS,RENDERING SNC,AGE 0-20,409,,"1,909",,409,,"1,909",,0,,0,,409,,"1,909",
1487163713,ROJAS ACUNA WENDY P,2021,FFS,RENDERING SNC,AGE 21+,749,,"4,162",,740,,"4,120",,0,,0,,743,,"4,128",
1487217626,FUENTES WALTER VLADIMIR,2021,FFS,RENDERING SNC,AGE 0-20,467,,782,,342,,437,,242,,422,,315,,402,
1487218095,BORDIERI THOMAS C,2021,FFS,RENDERING SNC,AGE 0-20,13,,13,,,1,,1,,1,,1,,1,,1
1487218095,BORDIERI THOMAS C,2021,FFS,RENDERING SNC,AGE 21+,84,,115,,,1,,1,79,,103,,,1,,1
1487605747,"GARVIN, KEVIN J, DDS",2021,FFS,RENDERING SNC,AGE 0-20,443,,"1,344",,431,,"1,077",,184,,376,,408,,884,
1487605747,"GARVIN, KEVIN J, DDS",2021,FFS,RENDERING SNC,AGE 21+,473,,"1,636",,427,,987,,330,,889,,421,,"1,046",
1487639787,KONDO LAUREN G,2021,FFS,RENDERING SNC,AGE 0-20,621,,"1,633",,579,,827,,312,,806,,574,,812,
1487639787,KONDO LAUREN G,2021,FFS,RENDERING SNC,AGE 21+,338,,874,,158,,178,,267,,624,,177,,205,
1487677464,MADIREDDI SHANTHI,2021,FFS,RENDERING SNC,AGE 0-20,201,,332,,147,,177,,113,,191,,136,,155,
1487677464,MADIREDDI SHANTHI,2021,FFS,RENDERING SNC,AGE 21+,392,,816,,247,,308,,323,,613,,255,,330,
1487680898,AYAP HEIDI,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1487680898,AYAP HEIDI,2021,FFS,RENDERING SNC,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1487738605,ROONGRUANGPHOL THASANAI,2021,FFS,RENDERING SNC,AGE 0-20,443,,630,,392,,564,,46,,54,,289,,442,
1487738605,ROONGRUANGPHOL THASANAI,2021,FFS,RENDERING SNC,AGE 21+,526,,810,,322,,479,,201,,266,,285,,437,
1487762944,"CHAMBERS, RICHARD B MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1487795738,DASTUR VAN ANH T,2021,FFS,RENDERING SNC,AGE 0-20,,1,,2,,1,,2,0,,0,,,1,,2
1487795738,DASTUR VAN ANH T,2021,FFS,RENDERING SNC,AGE 21+,217,,567,,206,,479,,68,,109,,205,,439,
1487819074,BHANDARI SONALI,2021,FFS,RENDERING SNC,AGE 0-20,156,,190,,93,,113,,57,,67,,88,,105,
1487819074,BHANDARI SONALI,2021,FFS,RENDERING SNC,AGE 21+,77,,93,,24,,27,,58,,67,,11,,13,
1487852794,DO HIEU V,2021,FFS,RENDERING SNC,AGE 0-20,"1,180",,"1,343",,22,,22,,157,,178,,,1,,1
1487852794,DO HIEU V,2021,FFS,RENDERING SNC,AGE 21+,456,,723,,94,,101,,324,,482,,12,,13,
1487886594,PHAM TRINH T,2021,FFS,RENDERING SNC,AGE 0-20,563,,899,,563,,899,,0,,0,,563,,899,
1487886594,PHAM TRINH T,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1497072128,"TA, THUC N D MD",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1497082739,TRAN KRISTINA T,2021,FFS,RENDERING SNC,AGE 0-20,181,,264,,124,,159,,67,,91,,77,,94,
1497082739,TRAN KRISTINA T,2021,FFS,RENDERING SNC,AGE 21+,261,,441,,132,,174,,129,,185,,138,,197,
1497113062,PHORTH AMY,2021,FFS,RENDERING SNC,AGE 0-20,146,,284,,96,,125,,75,,139,,108,,164,
1497113062,PHORTH AMY,2021,FFS,RENDERING SNC,AGE 21+,382,,"1,153",,150,,174,,311,,935,,230,,396,
1497114458,PANNU JASMEET S,2021,FFS,RENDERING SNC,AGE 0-20,355,,554,,213,,286,,163,,242,,246,,344,
1497114458,PANNU JASMEET S,2021,FFS,RENDERING SNC,AGE 21+,657,,"1,505",,263,,356,,396,,801,,374,,681,
1497114458,PANNU JASMEET S,2021,GMC,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1497131395,KAPADIA PRACHI K,2021,FFS,RENDERING SNC,AGE 0-20,344,,615,,306,,432,,116,,202,,218,,245,
1497131395,KAPADIA PRACHI K,2021,FFS,RENDERING SNC,AGE 21+,433,,"1,274",,334,,479,,269,,739,,320,,502,
1497240063,LIN VINCENT,2021,FFS,RENDERING SNC,AGE 0-20,593,,"1,714",,526,,"1,178",,127,,399,,493,,"1,085",
1497240063,LIN VINCENT,2021,FFS,RENDERING SNC,AGE 21+,"1,251",,"6,569",,952,,"2,863",,818,,"3,112",,773,,"2,991",
1497241574,MARTINEZ LESTER D,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1497241574,MARTINEZ LESTER D,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1497319222,BAISLEY JESSICA,2021,FFS,RENDERING SNC,AGE 0-20,269,,310,,219,,243,,220,,248,,102,,102,
1497319222,BAISLEY JESSICA,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1497365704,CHAUDHARI KAUSHAL M,2021,FFS,RENDERING SNC,AGE 0-20,101,,127,,76,,84,,49,,65,,55,,55,
1497365704,CHAUDHARI KAUSHAL M,2021,FFS,RENDERING SNC,AGE 21+,187,,271,,96,,101,,137,,193,,81,,87,
1497392336,SHETH PALAK K,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1497719850,GORDON LISA A,2021,FFS,RENDERING SNC,AGE 0-20,605,,923,,293,,359,,274,,450,,287,,336,
1497719850,GORDON LISA A,2021,FFS,RENDERING SNC,AGE 21+,19,,26,,,1,,1,13,,14,,,1,,1
1497797906,"DAHLE, DANIEL B MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1497829147,"CLEVELAND, AARON J MD",2021,GMC,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1497838486,"MEDINA-RANGEL, DIANA MARCELA",2021,FFS,RENDERING SNC,AGE 0-20,211,,391,,156,,206,,101,,184,,99,,116,
1497838486,"MEDINA-RANGEL, DIANA MARCELA",2021,FFS,RENDERING SNC,AGE 21+,501,,"1,153",,260,,331,,379,,844,,195,,249,
1497867477,"LEE HO, JAIME S MD",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1497867477,"LEE HO, JAIME S MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1497883136,LAM SAMSON W,2021,FFS,RENDERING SNC,AGE 0-20,66,,199,,55,,109,,48,,122,,48,,68,
1497883136,LAM SAMSON W,2021,FFS,RENDERING SNC,AGE 21+,542,,"1,900",,460,,753,,447,,"1,323",,429,,706,
1497887046,"RAFISOLYMAN, KARMELL DDS",2021,FFS,RENDERING SNC,AGE 0-20,140,,376,,136,,338,,19,,27,,125,,198,
1497887046,"RAFISOLYMAN, KARMELL DDS",2021,FFS,RENDERING SNC,AGE 21+,188,,454,,161,,328,,61,,88,,157,,205,
1497897698,"NGUYEN, AN THUY, DDS",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,,1,,1,0,,0,
1497938641,BAL JASPREET,2021,FFS,RENDERING SNC,AGE 0-20,453,,652,,402,,511,,115,,154,,300,,348,
1497938641,BAL JASPREET,2021,FFS,RENDERING SNC,AGE 21+,315,,621,,229,,315,,154,,266,,228,,354,
1497963771,BEYAOJU DIANE L,2021,FFS,RENDERING SNC,AGE 0-20,352,,516,,352,,516,,0,,0,,352,,516,
1497963771,BEYAOJU DIANE L,2021,FFS,RENDERING SNC,AGE 21+,513,,"1,027",,513,,"1,027",,,1,,1,513,,"1,027",
1508004466,SANTOS RIZA FLORES,2021,FFS,RENDERING SNC,AGE 0-20,220,,405,,201,,260,,80,,139,,190,,215,
1508004466,SANTOS RIZA FLORES,2021,FFS,RENDERING SNC,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1508022914,BIR GURPREET,2021,FFS,RENDERING SNC,AGE 0-20,352,,945,,342,,641,,157,,323,,280,,326,
1508022914,BIR GURPREET,2021,FFS,RENDERING SNC,AGE 21+,466,,"1,513",,415,,607,,329,,956,,367,,408,
1508033598,VASQUEZ DAVID V,2021,FFS,RENDERING SNC,AGE 0-20,139,,178,,122,,138,,37,,48,,108,,115,
1508033598,VASQUEZ DAVID V,2021,FFS,RENDERING SNC,AGE 21+,119,,135,,82,,91,,81,,89,,71,,79,
1508046376,"BULLOCH, EDGAR M MD",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1508046376,"BULLOCH, EDGAR M MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1508107368,KATZEL LAUREN M,2021,FFS,RENDERING SNC,AGE 0-20,773,,"1,529",,740,,"1,313",,194,,362,,726,,"1,272",
1508107368,KATZEL LAUREN M,2021,FFS,RENDERING SNC,AGE 21+,284,,793,,176,,312,,196,,485,,173,,338,
1508108820,KRIS ANITA SREE,2021,FFS,RENDERING SNC,AGE 0-20,"1,084",,"1,478",,986,,"1,256",,140,,164,,597,,685,
1508108820,KRIS ANITA SREE,2021,FFS,RENDERING SNC,AGE 21+,426,,638,,252,,303,,213,,288,,154,,205,
1508114679,KUMAR ZENITRA L,2021,FFS,RENDERING SNC,AGE 0-20,240,,296,,237,,292,,14,,17,,230,,283,
1508114679,KUMAR ZENITRA L,2021,FFS,RENDERING SNC,AGE 21+,301,,448,,301,,448,,,1,,2,301,,448,
1508118308,LEE PAULA ANN,2021,FFS,RENDERING SNC,AGE 21+,,1,,2,,1,,1,,1,,1,0,,0,
1508148792,SENKYRIKOVA PAVLA,2021,FFS,RENDERING SNC,AGE 0-20,210,,325,,149,,184,,71,,101,,87,,101,
1508148792,SENKYRIKOVA PAVLA,2021,FFS,RENDERING SNC,AGE 21+,461,,830,,182,,218,,299,,485,,127,,159,
1508174129,NASAFI FARIDA,2021,FFS,RENDERING SNC,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1508174129,NASAFI FARIDA,2021,FFS,RENDERING SNC,AGE 21+,17,,40,,,1,,1,,1,,2,,1,,1
1508203969,ZHANG MIN,2021,FFS,RENDERING SNC,AGE 0-20,451,,735,,420,,575,,135,,195,,318,,368,
1508203969,ZHANG MIN,2021,FFS,RENDERING SNC,AGE 21+,509,,"1,301",,428,,631,,364,,882,,404,,617,
1508208109,BELL ZARINA,2021,FFS,RENDERING SNC,AGE 0-20,601,,"1,116",,601,,"1,075",,85,,108,,597,,"1,058",
1508208109,BELL ZARINA,2021,FFS,RENDERING SNC,AGE 21+,93,,138,,81,,112,,21,,30,,71,,96,
1508232497,MCGARVEY LESLIE,2021,FFS,RENDERING SNC,AGE 0-20,46,,118,,43,,92,,14,,34,,41,,82,
1508232497,MCGARVEY LESLIE,2021,FFS,RENDERING SNC,AGE 21+,133,,531,,71,,194,,90,,336,,57,,152,
1508241340,JAMMA DALIA,2021,FFS,RENDERING SNC,AGE 0-20,37,,100,,34,,42,,13,,52,,31,,33,
1508241340,JAMMA DALIA,2021,FFS,RENDERING SNC,AGE 21+,110,,433,,48,,56,,98,,357,,49,,59,
1508242637,KIM KRISTI S,2021,FFS,RENDERING SNC,AGE 0-20,63,,146,,55,,85,,35,,84,,,1,,1
1508242637,KIM KRISTI S,2021,FFS,RENDERING SNC,AGE 21+,504,,"1,544",,117,,183,,444,,"1,093",,34,,34,
1508256454,JAIME A NGUYEN DDS,2021,FFS,RENDERING SNC,AGE 0-20,112,,146,,97,,109,,23,,35,,93,,104,
1508256454,JAIME A NGUYEN DDS,2021,FFS,RENDERING SNC,AGE 21+,67,,99,,44,,53,,36,,44,,44,,53,
1508261512,GALICIA JOHNAH C,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1508261512,GALICIA JOHNAH C,2021,FFS,RENDERING SNC,AGE 21+,30,,37,,23,,23,,,1,,2,23,,23,
1508265497,RAMIREZ ANDREW F,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1508265497,RAMIREZ ANDREW F,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1508267857,COLAS MARISA Y,2021,FFS,RENDERING SNC,AGE 0-20,"1,013",,"1,922",,975,,"1,714",,152,,280,,959,,"1,682",
1508267857,COLAS MARISA Y,2021,FFS,RENDERING SNC,AGE 21+,370,,"1,250",,262,,482,,263,,746,,266,,633,
1508271420,CUCUKOV TEMURKIN K,2021,FFS,RENDERING SNC,AGE 0-20,48,,77,,45,,62,,19,,24,,27,,31,
1508271420,CUCUKOV TEMURKIN K,2021,GMC,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1508275025,DINH ANDREW D,2021,FFS,RENDERING SNC,AGE 0-20,"1,398",,"1,664",,"1,253",,"1,406",,270,,329,,57,,61,
1508275025,DINH ANDREW D,2021,FFS,RENDERING SNC,AGE 21+,291,,392,,48,,57,,200,,257,,29,,34,
1508299637,BROOKS JULIA H,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1508299637,BROOKS JULIA H,2021,FFS,RENDERING SNC,AGE 21+,253,,623,,96,,108,,196,,397,,78,,198,
1508310673,PARK ELLEN,2021,FFS,RENDERING SNC,AGE 0-20,41,,120,,32,,67,,27,,64,,,1,,1
1508310673,PARK ELLEN,2021,FFS,RENDERING SNC,AGE 21+,415,,"1,782",,23,,38,,404,,"1,537",,,1,,1
1508356221,MAUGER STUART CHRISTIAN,2021,FFS,RENDERING SNC,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1508356221,MAUGER STUART CHRISTIAN,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1508394644,GOLCHERT KORY J,2021,FFS,RENDERING SNC,AGE 0-20,,1,,2,0,,0,,,1,,1,0,,0,
1508394644,GOLCHERT KORY J,2021,FFS,RENDERING SNC,AGE 21+,12,,15,,0,,0,,,1,,2,,1,,1
1508397233,OYAMA JEFFREY TADA,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,,1,,1,0,,0,
1508397233,OYAMA JEFFREY TADA,2021,FFS,RENDERING SNC,AGE 21+,172,,250,,39,,44,,86,,112,,67,,87,
1508439340,MEYER ASHLEY D,2021,FFS,RENDERING SNC,AGE 0-20,199,,259,,69,,73,,56,,64,,38,,39,
1508439340,MEYER ASHLEY D,2021,FFS,RENDERING SNC,AGE 21+,104,,149,,38,,48,,47,,63,,23,,29,
1508832452,"LAKE, KEVIN B MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1508857079,"PINSKY, IRINA DPM",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1508881012,CATREEN COHEN DDS,2021,FFS,RENDERING SNC,AGE 0-20,37,,37,,34,,34,,,1,,1,33,,33,
1508881012,CATREEN COHEN DDS,2021,FFS,RENDERING SNC,AGE 21+,29,,63,,20,,23,,15,,37,,19,,24,
1508881012,"COHEN, CATREEN, DDS A PROF D",2021,FFS,RENDERING SNC,AGE 0-20,37,,37,,34,,34,,,1,,1,33,,33,
1508881012,"COHEN, CATREEN, DDS A PROF D",2021,FFS,RENDERING SNC,AGE 21+,29,,63,,20,,23,,15,,37,,19,,24,
1508935602,BISHOP JASON S,2021,FFS,RENDERING SNC,AGE 0-20,440,,635,,322,,396,,182,,238,,167,,179,
1508935602,BISHOP JASON S,2021,FFS,RENDERING SNC,AGE 21+,28,,31,,23,,24,,,1,,1,,1,,1
1508936709,ESPANA CARLOS M,2021,FFS,RENDERING SNC,AGE 0-20,526,,914,,508,,753,,136,,203,,429,,508,
1508936709,ESPANA CARLOS M,2021,FFS,RENDERING SNC,AGE 21+,588,,"1,276",,562,,823,,237,,507,,553,,727,
1508951385,"WADA, CAROL A, DDS",2021,FFS,RENDERING SNC,AGE 0-20,32,,39,,,1,,1,16,,21,,16,,18,
1508951385,"WADA, CAROL A, DDS",2021,FFS,RENDERING SNC,AGE 21+,110,,212,,,1,,1,74,,153,,47,,62,
1518008804,"KIM, SCOTT Y MD",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1518023894,"LOGAN, JAMES, DDS",2021,FFS,RENDERING SNC,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,2
1518028638,SOHN SUNG H,2021,FFS,RENDERING SNC,AGE 0-20,200,,376,,167,,218,,60,,114,,185,,229,
1518028638,SOHN SUNG H,2021,FFS,RENDERING SNC,AGE 21+,177,,318,,58,,72,,88,,174,,159,,187,
1518037407,MUCHO SHAWN D,2021,FFS,RENDERING SNC,AGE 0-20,770,,"1,170",,542,,644,,488,,789,,166,,200,
1518037407,MUCHO SHAWN D,2021,FFS,RENDERING SNC,AGE 21+,646,,"1,369",,104,,116,,558,,"1,024",,368,,636,
1518037407,MUCHO SHAWN D,2021,GMC,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1518044106,MCDONALD ANA WONG,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1518122647,MANSUKHANI NAVNEET,2021,FFS,RENDERING SNC,AGE 0-20,726,,964,,559,,644,,395,,517,,115,,125,
1518122647,MANSUKHANI NAVNEET,2021,FFS,RENDERING SNC,AGE 21+,550,,"1,049",,70,,73,,455,,776,,335,,534,
1518148196,YANG NATHAN K,2021,FFS,RENDERING SNC,AGE 0-20,113,,430,,94,,238,,66,,282,,96,,236,
1518148196,YANG NATHAN K,2021,FFS,RENDERING SNC,AGE 21+,618,,"3,279",,397,,"1,191",,492,,"2,400",,332,,978,
1518170059,HONG GARRICK SCOTT,2021,FFS,RENDERING SNC,AGE 0-20,858,,"1,219",,755,,971,,164,,222,,590,,690,
1518170059,HONG GARRICK SCOTT,2021,FFS,RENDERING SNC,AGE 21+,555,,"1,067",,497,,747,,225,,375,,454,,668,
1518264654,TIESIERA RANDALL L,2021,FFS,RENDERING SNC,AGE 0-20,268,,486,,172,,235,,121,,245,,211,,344,
1518264654,TIESIERA RANDALL L,2021,FFS,RENDERING SNC,AGE 21+,566,,"1,535",,250,,360,,407,,827,,440,,"1,196",
1518274166,WONG BREE J,2021,FFS,RENDERING SNC,AGE 0-20,378,,432,,318,,344,,96,,111,,269,,283,
1518274166,WONG BREE J,2021,FFS,RENDERING SNC,AGE 21+,666,,878,,501,,584,,337,,395,,461,,543,
1518322247,"HUANG, ALLEN  MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1518325430,MALONE ROBYN B,2021,FFS,RENDERING SNC,AGE 0-20,40,,92,,38,,80,,,1,,2,38,,51,
1518325430,MALONE ROBYN B,2021,FFS,RENDERING SNC,AGE 21+,93,,305,,50,,90,,58,,158,,56,,120,
1518327238,SILVERIO SEAN S,2021,FFS,RENDERING SNC,AGE 0-20,"1,970",,"3,246",,"1,970",,"3,246",,0,,0,,"1,970",,"3,246",
1518327238,SILVERIO SEAN S,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1518341825,THOMPSON MITCHELL A,2021,FFS,RENDERING SNC,AGE 0-20,54,,63,,40,,42,,,1,,1,14,,16,
1518341825,THOMPSON MITCHELL A,2021,FFS,RENDERING SNC,AGE 21+,222,,426,,113,,164,,109,,158,,106,,172,
1518341825,THOMPSON MITCHELL A,2021,GMC,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1518341825,THOMPSON MITCHELL A,2021,GMC,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1518350693,SILVA CRISTIANE J,2021,FFS,RENDERING SNC,AGE 0-20,33,,36,,26,,28,,16,,17,,24,,24,
1518350693,SILVA CRISTIANE J,2021,FFS,RENDERING SNC,AGE 21+,12,,13,,,1,,1,,1,,1,,1,,1
1518370618,SEKOWSKI DIANNA,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1518383041,RAMOS MA LINDA AUR V,2021,FFS,RENDERING SNC,AGE 0-20,601,,955,,464,,616,,357,,513,,367,,408,
1518383041,RAMOS MA LINDA AUR V,2021,FFS,RENDERING SNC,AGE 21+,"1,047",,"2,191",,616,,742,,812,,"1,628",,593,,877,
1518408376,SIDHU ARVINDERPAL KAUR,2021,FFS,RENDERING SNC,AGE 0-20,46,,55,,46,,55,,0,,0,,46,,55,
1518408376,SIDHU ARVINDERPAL KAUR,2021,FFS,RENDERING SNC,AGE 21+,94,,129,,94,,129,,0,,0,,94,,129,
1518464486,NNADOZIE UGOCHI,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1518472547,HOANG NHON X,2021,FFS,RENDERING SNC,AGE 0-20,17,,37,,17,,37,,0,,0,,17,,37,
1518472547,HOANG NHON X,2021,FFS,RENDERING SNC,AGE 21+,38,,82,,38,,82,,0,,0,,38,,82,
1518477108,WU WENDY Z,2021,FFS,RENDERING SNC,AGE 0-20,700,,834,,620,,706,,78,,94,,568,,647,
1518477108,WU WENDY Z,2021,FFS,RENDERING SNC,AGE 21+,579,,939,,474,,606,,188,,329,,471,,620,
1518519164,SAROUFIM RAGY EMAD ADEL,2021,FFS,RENDERING SNC,AGE 0-20,"1,147",,"2,668",,"1,096",,"2,142",,317,,530,,"1,042",,"1,655",
1518519164,SAROUFIM RAGY EMAD ADEL,2021,FFS,RENDERING SNC,AGE 21+,552,,"1,356",,451,,717,,299,,637,,422,,607,
1518570852,HAUGEN KIRK J,2021,FFS,RENDERING SNC,AGE 0-20,427,,727,,260,,329,,180,,319,,343,,533,
1518570852,HAUGEN KIRK J,2021,FFS,RENDERING SNC,AGE 21+,639,,"1,255",,347,,447,,496,,889,,431,,810,
1518920602,"LEE, VICTOR W DPM",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1518944578,"HECHANOVA, WILMER D, DDS",2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1518944578,"HECHANOVA, WILMER D, DDS",2021,FFS,RENDERING SNC,AGE 21+,21,,28,,0,,0,,0,,0,,0,,0,
1528037421,DANG-PETERSON LIEN THIXUAN,2021,FFS,RENDERING SNC,AGE 0-20,52,,83,,33,,59,,19,,27,,39,,49,
1528037421,DANG-PETERSON LIEN THIXUAN,2021,FFS,RENDERING SNC,AGE 21+,487,,"1,197",,322,,393,,405,,906,,361,,534,
1528121357,PEREIRA VALERIA R,2021,FFS,RENDERING SNC,AGE 0-20,500,,"1,155",,446,,711,,297,,547,,271,,354,
1528176963,PINTO FROILAN R,2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1528184587,"LAM, MICHAEL N MD",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1528252475,DOLMO NORMA AZUCENA,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1528260593,SARRAFAN MARYAM,2021,FFS,RENDERING SNC,AGE 0-20,543,,949,,416,,598,,189,,269,,35,,38,
1528260593,SARRAFAN MARYAM,2021,FFS,RENDERING SNC,AGE 21+,171,,348,,,1,,1,147,,264,,32,,45,
1528275021,PHAM KIM T,2021,FFS,RENDERING SNC,AGE 0-20,468,,638,,366,,401,,156,,231,,329,,347,
1528275021,PHAM KIM T,2021,FFS,RENDERING SNC,AGE 21+,652,,"1,178",,515,,677,,308,,492,,476,,527,
1528275492,PRATT DOREEN M,2021,FFS,RENDERING SNC,AGE 0-20,485,,636,,422,,468,,130,,181,,390,,417,
1528275492,PRATT DOREEN M,2021,FFS,RENDERING SNC,AGE 21+,273,,494,,227,,281,,142,,223,,225,,300,
1528317070,MA CHERRY L,2021,FFS,RENDERING SNC,AGE 0-20,72,,153,,66,,106,,30,,64,,49,,58,
1528317070,MA CHERRY L,2021,FFS,RENDERING SNC,AGE 21+,255,,646,,222,,365,,166,,357,,185,,273,
1528333275,DENLEY ERICA M,2021,FFS,RENDERING SNC,AGE 0-20,123,,225,,101,,159,,23,,48,,111,,145,
1528333275,DENLEY ERICA M,2021,FFS,RENDERING SNC,AGE 21+,753,,"1,961",,610,,"1,177",,182,,297,,686,,"1,343",
1528353323,"PETERSEN, RACHEL L",2021,FFS,RENDERING SNC,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1528409869,CHEK ROBERTA VAN,2021,FFS,RENDERING SNC,AGE 0-20,372,,693,,274,,374,,135,,239,,341,,452,
1528409869,CHEK ROBERTA VAN,2021,FFS,RENDERING SNC,AGE 21+,481,,"1,293",,249,,303,,308,,827,,407,,583,
1528494085,KWON JOHN HEE C,2021,FFS,RENDERING SNC,AGE 0-20,98,,147,,85,,106,,47,,72,,90,,111,
1528494085,KWON JOHN HEE C,2021,FFS,RENDERING SNC,AGE 21+,224,,621,,176,,302,,183,,415,,183,,337,
1528586716,KODIATH EMILIA T,2021,FFS,RENDERING SNC,AGE 0-20,149,,241,,81,,113,,63,,106,,33,,41,
1528586716,KODIATH EMILIA T,2021,FFS,RENDERING SNC,AGE 21+,246,,409,,112,,143,,131,,216,,91,,115,
1528590064,LEE PRISCILA,2021,FFS,RENDERING SNC,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1528590064,LEE PRISCILA,2021,FFS,RENDERING SNC,AGE 21+,23,,50,,0,,0,,0,,0,,0,,0,
